 
TITLE = "012.01"
# Column       1     2     3     4       5
VARIABLES = "X" "Y" "Z" "CP" "X/C"
 
#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "012"
DATASETAUXDATA SubmissionDate  = "05/05/2026"
DATASETAUXDATA Name            = "Bret Stanford"
DATASETAUXDATA Email           = "bret.k.stanford@nasa.gov"
DATASETAUXDATA Institution     = "NASA Langley Research Center - Aeroelasticity Branch"
DATASETAUXDATA SolverName      = "FUN3D SFE"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SA-neg"
DATASETAUXDATA GridId          = "unstructured"
DATASETAUXDATA FEMSolverName   = "NASTRAN"
DATASETAUXDATA FEMAnalysisType = "Modal"
DATASETAUXDATA Notes           = "FUN3D coupled to a modal structure"
             
ZONE T="012.01 - CL 0.50 - GRID L1 - WING SECTION 1"
 I=364, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(DOUBLE DOUBLE DOUBLE DOUBLE DOUBLE)
AUXDATA GridLevel       = "1"
AUXDATA Mach            = "0.85"
AUXDATA Re              = "5000000.0"
AUXDATA Alpha           = "2.54480000"
AUXDATA Tstatic         = "322.04K"
AUXDATA CLtotal         = "0.49997867"
AUXDATA Eta             = "0.1306"
AUXDATA Dt              = "N/A"
AUXDATA CtuStart        = "N/A"
AUXDATA CtuAvg          = "N/A"
AUXDATA GridFileName    = "boo.x"
            39.50675132 4.08061380 3.95128473 0.16488043 0.99999239
            39.50666015 4.08061380 3.94987853 0.15865487 0.99998485
            39.50656691 4.08061380 3.94847473 0.16038841 0.99997714
            39.50647457 4.08061380 3.94707089 0.16161697 0.99996950
            39.50629033 4.08061380 3.94426288 0.16443960 0.99995426
            39.50619803 4.08061380 3.94285908 0.16512433 0.99994663
            39.50601367 4.08061380 3.94004951 0.18189562 0.99993138
            39.50591783 4.08061380 3.93863591 0.13884226 0.99992345
            39.50448213 4.08061380 3.93864769 0.16662252 0.99980470
            39.50275923 4.08061380 3.93866275 0.16474861 0.99966219
            39.50069156 4.08061380 3.93868183 0.16616246 0.99949117
            39.49821044 4.08061380 3.93870605 0.17051246 0.99928595
            39.49523010 4.08061380 3.93873671 0.16967698 0.99903944
            39.49165801 4.08061380 3.93877504 0.17281704 0.99874398
            39.48736809 4.08061380 3.93882202 0.17309432 0.99838916
            39.48222252 4.08061380 3.93887786 0.17461876 0.99796355
            39.47604433 4.08061380 3.93894390 0.17536206 0.99745254
            39.46863341 4.08061380 3.93903409 0.17674790 0.99683956
            39.45974391 4.08061380 3.93914973 0.17813401 0.99610429
            39.44907140 4.08061380 3.93928103 0.17927043 0.99522154
            39.43626196 4.08061380 3.93944395 0.18082052 0.99416204
            39.42089565 4.08061380 3.93964057 0.18257924 0.99289105
            39.40245059 4.08061380 3.93985373 0.18428899 0.99136542
            39.40124914 4.08061380 3.93986638 0.18439814 0.99126604
            39.38031956 4.08061380 3.94007806 0.18628572 0.98953491
            39.35375799 4.08061380 3.94029286 0.18837205 0.98733793
            39.32187713 4.08061380 3.94044419 0.19018295 0.98470099
            39.28361377 4.08061380 3.94047707 0.19190545 0.98153613
            39.24272505 4.08061380 3.94032459 0.19320166 0.97815412
            39.19912939 4.08061380 3.93994064 0.19392151 0.97454821
            39.15253770 4.08061380 3.93927172 0.19404498 0.97069450
            39.11960453 4.08061380 3.93860578 0.19362343 0.96797052
            39.10280033 4.08061380 3.93825976 0.19340446 0.96658060
            39.04974703 4.08061380 3.93685190 0.19220979 0.96219243
            38.99301453 4.08061380 3.93499343 0.19008132 0.95749994
            38.93295584 4.08061380 3.93264091 0.18741907 0.95253234
            38.87774387 4.08061380 3.93013819 0.18397800 0.94796562
            38.80564854 4.08061380 3.92639794 0.17908235 0.94200243
            38.74265757 4.08061380 3.92275894 0.17429840 0.93679229
            38.72519662 4.08061380 3.92164494 0.17275555 0.93534806
            38.65903086 4.08061380 3.91738019 0.16689631 0.92987532
            38.56639253 4.08061380 3.91077295 0.15804943 0.92221297
            38.47516981 4.08061380 3.90368230 0.14854025 0.91466772
            38.38784176 4.08061380 3.89642563 0.13909125 0.90744460
            38.29875860 4.08061380 3.88859380 0.12875695 0.90007631
            38.19801333 4.08061380 3.87927914 0.11672030 0.89174341
            38.10483300 4.08061380 3.87025311 0.10517552 0.88403624
