 
TITLE = "012.01"
# Column       1     2     3     4       5
VARIABLES = "X" "Y" "Z" "CP" "X/C"
 
#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "012"
DATASETAUXDATA SubmissionDate  = "05/05/2026"
DATASETAUXDATA Name            = "Bret Stanford"
DATASETAUXDATA Email           = "bret.k.stanford@nasa.gov"
DATASETAUXDATA Institution     = "NASA Langley Research Center - Aeroelasticity Branch"
DATASETAUXDATA SolverName      = "FUN3D SFE"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SA-neg"
DATASETAUXDATA GridId          = "unstructured"
DATASETAUXDATA FEMSolverName   = "NASTRAN"
DATASETAUXDATA FEMAnalysisType = "Modal"
DATASETAUXDATA Notes           = "FUN3D coupled to a modal structure"
             
ZONE T="012.01 - ALPHA -1.50 - GRID L3 - WING SECTION 1"
 I=651, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(DOUBLE DOUBLE DOUBLE DOUBLE DOUBLE)
AUXDATA GridLevel       = "3"
AUXDATA Mach            = "0.85"
AUXDATA Re              = "5000000.0"
AUXDATA Alpha           = "-1.50000000"
AUXDATA Tstatic         = "322.04K"
AUXDATA CLtotal         = "-0.00962797"
AUXDATA Eta             = "0.1306"
AUXDATA Dt              = "N/A"
AUXDATA CtuStart        = "N/A"
AUXDATA CtuAvg          = "N/A"
AUXDATA GridFileName    = "boo.x"
            39.50842329 4.09089539 3.95305859 0.17875597 1.00005303
            39.50833181 4.09089539 3.95164912 0.17482054 1.00004546
            39.50828484 4.09089539 3.95094712 0.17458989 1.00004158
            39.50814665 4.09089539 3.94884337 0.17520696 1.00003014
            39.50800866 4.09089539 3.94673873 0.17623258 1.00001872
            39.50787073 4.09089539 3.94463398 0.17625851 1.00000731
            39.50782387 4.09089539 3.94393278 0.17603663 1.00000343
            39.50768595 4.09089539 3.94182825 0.17551155 0.99999202
            39.50754598 4.09089539 3.93970806 0.16008443 0.99998043
            39.50682419 4.09089539 3.93971436 0.17933073 0.99992070
            39.50602830 4.09089539 3.93972125 0.17409768 0.99985483
            39.50515818 4.09089539 3.93972906 0.17691648 0.99978283
            39.50419489 4.09089539 3.93973808 0.17843301 0.99970311
            39.50313758 4.09089539 3.93974828 0.17772784 0.99961561
            39.50197494 4.09089539 3.93975972 0.18001403 0.99951939
            39.50069890 4.09089539 3.93977280 0.17927623 0.99941380
            39.49929075 4.09089539 3.93978755 0.18085822 0.99929726
            39.49774564 4.09089539 3.93980403 0.18068017 0.99916940
            39.49604089 4.09089539 3.93982260 0.18158629 0.99902832
            39.49417207 4.09089539 3.93984343 0.18176246 0.99887366
            39.49395862 4.09089539 3.93984585 0.18181596 0.99885600
